,Compound Score,Date,Negative Score,Neutral Score,Postive Score,Text,Tweets Ago,Username
465,-0.875,Fri Jun 08 17:47:47 +0000 2018,0.321,0.679,0.0,"If you or someone else you know is having thoughts of suicide, call the National Suicide Prevention Lifeline at 1-8… https://t.co/8O0weidp1A",66,nytimes
466,-0.6705,Fri Jun 08 17:46:06 +0000 2018,0.164,0.836,0.0,"Suicide rates rose steadily in nearly every state in the U.S. from 1999 to 2016, often by as much as 30 percent, th… https://t.co/clQkNmFV1u",67,nytimes
467,-0.0516,Fri Jun 08 17:31:06 +0000 2018,0.107,0.794,0.098,Trump’s surprise call to reinstate Russia in the Group of 7 nations further stirred tension with America’s allies o… https://t.co/we8fzXQv2g,68,nytimes
468,0.0,Fri Jun 08 17:16:06 +0000 2018,0.0,1.0,0.0,The U.S. just beat out China to develop the world’s fastest supercomputer. You’d need 63 billion years to match wha… https://t.co/Rf0IgLg6KN,69,nytimes
469,0.0772,Fri Jun 08 17:01:03 +0000 2018,0.0,0.936,0.064,"In November 2017, @nytimesbooks asked Anthony Bourdain who he'd want to write his life story. His response? ""I alre… https://t.co/TZENXm0hcq",70,nytimes
470,-0.5994,Fri Jun 08 16:48:29 +0000 2018,0.206,0.794,0.0,Hear the story of the life and death of Nook in a new Times audio series: https://t.co/0HH8y791t0,71,nytimes
471,-0.8442,Fri Jun 08 16:40:43 +0000 2018,0.31,0.69,0.0,"He was killed a year and a half after Freddie Gray, who died from injuries sustained while in police custody. 

The… https://t.co/YylSGceGRg",72,nytimes
472,-0.7845,Fri Jun 08 16:36:34 +0000 2018,0.245,0.687,0.069,"Toby Douglas has been searching for the truth in the death of her son, Nook. He was 18 when he was shot dead by a p… https://t.co/0sefB5RAcA",73,nytimes
473,0.0,Fri Jun 08 16:29:44 +0000 2018,0.0,1.0,0.0,"""But this is what I don’t get: It took me 5 months to find out how many times my son was shot."" https://t.co/bPyPZ2nuCr",74,nytimes
474,0.0,Fri Jun 08 16:16:04 +0000 2018,0.0,1.0,0.0,"President Trump revealed new details about Melania Trump’s condition, saying “a big operation” kept her from travel… https://t.co/SPN5NRfxbk",75,nytimes
475,0.0,Fri Jun 08 16:01:03 +0000 2018,0.0,1.0,0.0,"RT @poniewozik: ""Anthony Bourdain understood that eating was simply a way of taking the world inside you."" On his TV shows, one part of a b…",76,nytimes
476,0.2144,Fri Jun 08 15:46:04 +0000 2018,0.0,0.883,0.117,Trump said he’s considering pardoning Muhammad Ali. But his conviction was overturned in 1971. https://t.co/ikLLf3cNaJ,77,nytimes
477,0.128,Fri Jun 08 15:29:03 +0000 2018,0.0,0.88,0.12,"RT @kimseverson: Our updated Bourdain story, with exclusive comment from @ericripert.  https://t.co/OO6mmijKFl",78,nytimes
478,0.0,Fri Jun 08 15:24:28 +0000 2018,0.0,1.0,0.0,"2 years ago, we asked Anthony Bourdain to answer a series of questions. He sketched his answers, with a Sharpie and… https://t.co/o813eeMuXF",79,nytimes
479,0.296,Fri Jun 08 15:00:17 +0000 2018,0.0,0.896,0.104,"14 million Facebook users who thought they were creating private posts last month were, in fact, making public post… https://t.co/KH5KxybJtT",80,nytimes
480,0.4767,Fri Jun 08 14:46:06 +0000 2018,0.086,0.712,0.202,RT @nytpolitics: How does The New York Times decide whether to publish leaked information about national security? We're glad you asked. ht…,81,nytimes
481,-0.34,Fri Jun 08 14:31:04 +0000 2018,0.366,0.407,0.227,What to do when a loved one is severely depressed https://t.co/3Qd32EdtdY,82,nytimes
482,-0.8176,Fri Jun 08 14:16:05 +0000 2018,0.333,0.667,0.0,"At least 35 people were killed when Russian warplanes attacked a rebel-held village in northwestern Syria, a Syrian… https://t.co/J2x1F10SMO",83,nytimes
483,0.3612,Fri Jun 08 14:06:05 +0000 2018,0.0,0.884,0.116,"""It's a bit like therapy. People who are marginalized or not cisgender are doing it because it's urgent,"" the write… https://t.co/8AzwXDWuNa",84,nytimes
484,0.0,Fri Jun 08 13:45:09 +0000 2018,0.0,1.0,0.0,"""Quick reminder: The fallout from this meeting could be actual fallout."" Stephen Colbert wants Trump to prepare mor… https://t.co/ss2rnFWFXb",85,nytimes
485,-0.6705,Fri Jun 08 13:31:07 +0000 2018,0.2,0.8,0.0,The Israeli military published a video aimed at showing that a Palestinian medic killed by Israeli forces was not t… https://t.co/SDbAs84ueG,86,nytimes
486,0.0258,Fri Jun 08 13:21:02 +0000 2018,0.0,0.942,0.058,"Two journalists, who helped lead a project to which prosecutors say Paul Manafort funneled more than $2 million fro… https://t.co/JCzKqPc4GE",87,nytimes
487,-0.4767,Fri Jun 08 13:11:04 +0000 2018,0.154,0.846,0.0,"The president said he looked forward to addressing ""unfair Trade Deals"" with Britain, Canada, France, Germany, Ital… https://t.co/xVSjYdcTpH",88,nytimes
488,0.0,Fri Jun 08 13:00:20 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/xGQLRwWfmB https://t.co/Ex6BRUWjhW,89,nytimes
489,-0.5423,Fri Jun 08 12:50:09 +0000 2018,0.2,0.8,0.0,President Trump said that his decision to abandon the Iran deal had already curbed Iran's aggressive behavior. He c… https://t.co/gmY6FpgKEU,90,nytimes
490,0.3182,Fri Jun 08 12:43:47 +0000 2018,0.0,0.892,0.108,"Breaking News: President Trump said he supported readmitting Russia to the Group of 7, putting him further at odds… https://t.co/mp9fKpqN9P",91,nytimes
491,0.0,Fri Jun 08 12:40:00 +0000 2018,0.0,1.0,0.0,"For the past several years, Anthony Bourdain hosted the show ""Parts Unknown"" on CNN and was working on an episode i… https://t.co/0KPrjoIdSx",92,nytimes
492,-0.7351,Fri Jun 08 12:31:05 +0000 2018,0.256,0.744,0.0,"In the hours before the G7, President Trump and the other leaders waged a nasty Twitter fight over trade, ditching… https://t.co/R9QgkMRDsp",93,nytimes
493,0.0,Fri Jun 08 12:20:09 +0000 2018,0.0,1.0,0.0,A shopping mall in China introduced pedestrian lanes for walkers who are glued to their phones https://t.co/Ny75iiDoLX,94,nytimes
494,0.5267,Fri Jun 08 12:11:05 +0000 2018,0.0,0.825,0.175,"Your daily @DealBook Briefing:

• Verizon names its next CEO. 

• The Justice Department’s antitrust chief weighs i… https://t.co/HPwueTzstC",95,nytimes
495,-0.4019,Fri Jun 08 12:01:28 +0000 2018,0.137,0.863,0.0,The Twitter habits of a sports executive’s wife have caused him to lose his job in inglorious fashion https://t.co/hbIzaj7SC3,96,nytimes
496,-0.8555,Fri Jun 08 11:45:03 +0000 2018,0.307,0.693,0.0,"A year after the death of Freddie Gray, a teenager known as Nook was shot and killed by a police officer in Baltimo… https://t.co/SsbHrVzjBn",97,nytimes
497,0.0,Fri Jun 08 11:42:32 +0000 2018,0.0,1.0,0.0,"Breaking News: Anthony Bourdain, whose memoir about the dark corners of New York’s restaurants started a TV career,… https://t.co/x9oLeqDwjZ",98,nytimes
498,0.0,Fri Jun 08 11:30:09 +0000 2018,0.0,1.0,0.0,"Justin Trudeau said at a news conference with Emmanuel Macron that ""we are going to defend our industries and our w… https://t.co/RtA9at0bcZ",99,nytimes
499,-0.4118,Fri Jun 08 11:15:10 +0000 2018,0.116,0.884,0.0,The relatives of a Baltimore teenager think they know the name of the police officer who killed him. But when his m… https://t.co/sNMkreeTFr,100,nytimes
